city,review_count,name,neighbourhood,type,business_id,full_address,state,longitude,stars,latitude,open,categories
Phoenix,5,Jr's Fish and Chips,[],business,IzA5qhgjpD-SeRS2Ei5NOA,"10621 N 35th Ave Phoenix, AZ 85029",AZ,-112.133654,2,33.582758,FALSE,"[u'Fish & Chips', u'Restaurants']"
Scottsdale,30,Olive Garden Italian Restaurant ,[],business,3Tqe27RNm_KK9Zdhg3YxCg,"3380 N Scottsdale Rd Scottsdale, AZ 85251",AZ,-111.9262334,3,33.4873782,TRUE,"[u'Restaurants', u'Italian']"
Scottsdale,35,Old Town Whiskey,[],business,qyqOfpsAC5ooVROm7fB0jQ,"4000 N Drinkwater Blvd Scottsdale, AZ 85251",AZ,-111.9218306,4,33.4940321,TRUE,"[u'Bars', u'Pubs', u'Nightlife', u'Gastropubs', u'American (New)', u'Restaurants']"
Phoenix,39,Mi Pueblo,[],business,xBCfrESSbroTjhVcRfG4NA,"9620 N Metro Pkwy W Phoenix, AZ 85051",AZ,-112.1256146,4,33.57412415,TRUE,"[u'Mexican', u'Restaurants']"
Casa Grande,14,Eegee's,[],business,Nc2TtVj6py6dHH_XdWAKRQ,"1442 E Florence Blvd Casa Grande, AZ 85122",AZ,-111.725245,4.5,32.879968,TRUE,"[u'Sandwiches', u'Restaurants']"
Chandler,38,Pei Wei Asian Diner,[],business,WixkMVXXFCx-lYsr6JoF6Q,"7131 W Ray Rd Chandler, AZ 85226",AZ,-111.9656825,3.5,33.3184617,TRUE,"[u'Asian Fusion', u'Chinese', u'Restaurants']"
Scottsdale,5,Wendy's Old Fashioned Hamburgers,[],business,fC1SWdpNMxYX967PfL8QlA,"9380 N 90th Street Scottsdale, AZ 85258",AZ,-111.8872269,3,33.5707539,TRUE,[u'Restaurants']
Scottsdale,36,Greek Gyros,[],business,DjVWQ_Idtw6X5Eg0W5JFWg,"15090 N Northsight Blvd Scottsdale, AZ 85250",AZ,-111.8965508,4,33.6234319,TRUE,"[u'Greek', u'Mediterranean', u'Restaurants']"
Chandler,30,Sauce,[],business,bO2rQLEntQLcg675LjEqaA,"2551 W Queen Creek Rd Ste 4 Chandler, AZ 85248",AZ,-111.8848787,3.5,33.2612195,TRUE,"[u'Wine Bars', u'Bars', u'Pizza', u'Nightlife', u'Restaurants']"
Scottsdale,143,Brat Haus,[],business,PWG28q4JFOc8FiRBjnfCkA,"3622 N Scottsdale Rd Scottsdale, AZ 85251",AZ,-111.9262552,4,33.4900575,TRUE,"[u'German', u'Pubs', u'Bars', u'Nightlife', u'Restaurants']"
Mesa,5,Einstein Bros Bagels,[],business,LdEzAYCufZMTbWc0soCaNg,"1919 S Gilbert Rd Mesa, AZ 85204",AZ,-111.7882587,2.5,33.3799452,TRUE,"[u'Food', u'Bagels', u'Caterers', u'Delis', u'Event Planning & Services', u'Restaurants']"
Glendale,7,The Spicery In Our 1895 Home,[],business,MNee7WyJowmFD0-NS9safg,"7141 N 59th Ave Glendale, AZ 85301",AZ,-112.185821,4.5,33.5413659,TRUE,"[u'Food', u'Tea Rooms', u'American (Traditional)', u'Restaurants']"
Chandler,33,Dilly's Deli,[],business,LeIFvm7ZdNxf01OvU0QFbg,"2895 S Alma School Rd Chandler, AZ 85225",AZ,-111.8332,3.5,33.3181,TRUE,"[u'Delis', u'Sandwiches', u'Restaurants']"
Tempe,36,Capriotti's Sandwich Shop,[],business,tsom7jUEr_DetH65ZtEc3w,"100 W University Dr Ste 113 Tempe, AZ 85281",AZ,-111.941266,4,33.4219513,TRUE,"[u'Sandwiches', u'Restaurants']"
Tempe,7,El Pollo Loco,[],business,aTUHVjsSH7YLV_wD3i4Lsw,"5009 S Arizona Mills Cir Tempe, AZ 85282",AZ,-111.9614768,3.5,33.38376769,TRUE,"[u'Mexican', u'Restaurants']"
Glendale,5,Miracle Mile Deli,[],business,IrKh06dXhLyiO4dVHGnLFA,"7700 West Arrowhead Towne Center Glendale, AZ 85308",AZ,-112.2245556,2.5,33.6397913,FALSE,"[u'Delis', u'Restaurants']"
Paradise Valley,169,Elements,[],business,2OY8xs4aqOt8eTnYokdrww,"5700 E McDonald Dr Paradise Valley, AZ 85253",AZ,-111.9595033,4,33.5222185,TRUE,"[u'American (New)', u'Restaurants']"
Scottsdale,8,Rio Sabor Brazilian Steakhouse,[],business,m51fZnQueyj1q1Ra_yDQjQ,"10425 N Scottsdale Rd Scottsdale, AZ 85253",AZ,-111.925694,3.5,33.581421,FALSE,"[u'Steakhouses', u'Restaurants', u'Brazilian']"
Mesa,18,Royal Thai Grill,[],business,ePwLfpvB6QkBOtKIyPycPw,"321 W McKellips Road Mesa, AZ 85201",AZ,-111.8383056,4,33.4512855,TRUE,"[u'Thai', u'Restaurants']"
Phoenix,3,Taco Bell,[],business,W9oFbcGKloLUpuALxzcQdw,"34906 N North Valley Pkwy Phoenix, AZ 85086",AZ,-112.130244,4,33.801473,TRUE,"[u'Fast Food', u'Restaurants']"
Scottsdale,118,Bungalow Bar & Grill,[],business,E7nk0lC317pGxMX56gvaVQ,"4360 N Scottsdale Rd Scottsdale, AZ 85251",AZ,-111.9263271,3.5,33.4997186,TRUE,"[u'Bars', u'American (Traditional)', u'Nightlife', u'Restaurants']"
Glendale,26,Takamatsu's,[],business,U8VA-RW6LYOhxR-Ygi6eDw,"7019 N Litchfield Rd Glendale, AZ 85307",AZ,-112.3581024,4,33.5377184,TRUE,"[u'Korean', u'Japanese', u'Restaurants']"
Mesa,5,Bogey's Steak & Seafood,[],business,D_dR8uUXQ_8xuUDkmnisCQ,"Las Sendas Golf Club 7555 E Eagle Crest Dr Mesa, AZ 85207",AZ,-111.6706387,3.5,33.49089045,TRUE,"[u'Seafood', u'Steakhouses', u'Restaurants']"
Phoenix,103,Maui Dog,[],business,t4aP7ksa716XY6S4EsWFqw,"3538 E Indian School Rd Phoenix, AZ 85018",AZ,-112.0050934,4.5,33.4951793,FALSE,"[u'Hot Dogs', u'Restaurants']"
Tempe,44,Pho Nhat,[],business,4XTcSltd2GydhvOzAV4SaQ,"933 E University Dr Ste 116 Tempe, AZ 85281",AZ,-111.924806,3.5,33.42135,TRUE,"[u'Vietnamese', u'Restaurants']"
Sun City,4,Golden Star Chinese Food Restaurant,[],business,v4VW2kQ9Z__wBxD6l_mCHA,"10050 W Bell Rd Sun City, AZ 85351",AZ,-112.2763421,2.5,33.6394264,TRUE,"[u'Chinese', u'Restaurants']"
Chandler,8,Piza Pizza,[],business,zRqU9_TTVNSo9d23fL8qgQ,"48 S San Marcos Pl Chandler, AZ 85225",AZ,-111.8422556,2.5,33.3028522,TRUE,"[u'Pizza', u'Restaurants']"
Scottsdale,19,SWB Southwest Bistro,[],business,g-eZgnBDvSDguF8cUxKCkA,"7500 E Doubletree Ranch Rd Scottsdale, AZ 85258",AZ,-111.9184649,4,33.5670375,TRUE,"[u'American (Traditional)', u'Restaurants']"
Phoenix,321,The Arrogant Butcher,[],business,Xq9tkiHhyN_aBFswFeGLvA,"2 E Jefferson St Ste 150 Phoenix, AZ 85004",AZ,-112.073781,4,33.4471735,TRUE,"[u'American (New)', u'Restaurants']"
Mesa,13,Fuddruckers,[],business,#NAME?,"6455 E Southern Ave Mesa, AZ 85206",AZ,-111.6922657,4.5,33.3938633,TRUE,"[u'Burgers', u'Restaurants']"
Phoenix,51,Sochu House,[],business,GDmue1oJaem9ilywDtA4_A,"2801 N Central Ave Phoenix, AZ 85004",AZ,-112.073306,4,33.47907,TRUE,"[u'Bars', u'Asian Fusion', u'Nightlife', u'Lounges', u'Restaurants']"
Goodyear,13,Paradise Bakery,[],business,hECOlng2SZ97IbUcabRH2Q,"15470 W McDowell Rd Goodyear Centerpoint Goodyear, AZ 85338",AZ,-112.3582136,4,33.449806,TRUE,"[u'Bakeries', u'Food', u'Delis', u'Restaurants']"
Phoenix,7,Samurai Sam's Teriyaki Grill,[],business,QTXksIu_qTiHBXYju0FjNg,"3039 W Peoria Ave Phoenix, AZ 85029",AZ,-112.1250121,4,33.5818251,TRUE,"[u'Japanese', u'Restaurants']"
Mesa,32,Pastis,[],business,q6mlASxOUhm5gapU_MPECA,"1935 S Val Vista Dr Mesa, AZ 85204",AZ,-111.7535064,4,33.3812843,FALSE,"[u'Modern European', u'Delis', u'Restaurants']"
Phoenix,177,Coup Des Tartes,[],business,LzpR_jE6VIutJ08s2cdRrw,"4626 N 16th St Phoenix, AZ 85016",AZ,-112.0475633,4,33.5044193,TRUE,"[u'French', u'Restaurants']"
Tempe,48,Los Favoritos Tacos Shop,[],business,1zDCfNgtfyh-Uw8j3JxhHA,"1340 E Broadway Rd Tempe, AZ 85282",AZ,-111.9160366,4,33.4076218,TRUE,"[u'Mexican', u'Restaurants']"
Phoenix,17,Einstein Bros Bagels,[],business,tE3uoIhFGAc6-ZYM7lpjWQ,"530 E McDowell Rd Phoenix, AZ 85004",AZ,-112.0658841,2.5,33.4657309,TRUE,"[u'Food', u'Bagels', u'Delis', u'Restaurants']"
Glendale,7,HoneyBaked Ham,[],business,#NAME?,"5066 West Olive Avenue Glendale, AZ 85302",AZ,-112.1672533,3.5,33.5677839,TRUE,"[u'Delis', u'Restaurants']"
Phoenix,47,Joey's of Chicago,[],business,rcACoPoSovDJPx5hpeR5Dg,"1985 W Happy Valley Rd Phoenix, AZ 85085",AZ,-112.101899,3.5,33.712245,TRUE,"[u'Hot Dogs', u'Restaurants']"
Phoenix,22,Roberto's Mexican Food,[],business,QNo69O4cy6a3HGb6RrGWzA,"675 W Union Hills Dr Phoenix, AZ 85027",AZ,-112.0821641,2,33.6540264,TRUE,"[u'Mexican', u'Restaurants']"
Ahwatukee,56,My Wine Cellar,[],business,Our6bzte5W1wlIeOu9luug,"5030 E Warner Rd Ste 2 Ahwatukee, AZ 85044",AZ,-111.977793,4,33.3338729,TRUE,"[u'Gastropubs', u'Wine Bars', u'Bars', u'Nightlife', u'Restaurants']"
Litchfield Park,12,AJ's Persian Grill and Cafe,[],business,GJV0xTK_r791z1xfn1wNAA,"44 Old Litchfield Rd Litchfield Park, AZ 85340",AZ,-112.3584222,3,33.49359,TRUE,"[u'Middle Eastern', u'Restaurants']"
Phoenix,49,Nogales Hot Dogs,[],business,jFfrM1y-L1icUZXjBpxmeg,"1945 E Indian School Rd Phoenix, AZ 85016",AZ,-112.0390663,4.5,33.4944525,TRUE,"[u'Hot Dogs', u'Restaurants']"
Phoenix,4,Kyoto Bowl,[],business,RoErsFPM0A-1SCqD-FRV_Q,"1949 E Camelback Rd Ste 164 Phoenix, AZ 85016",AZ,-112.040116,1,33.507557,TRUE,"[u'Japanese', u'Restaurants']"
Phoenix,5,Wendy's,[],business,yyuy1kimJHK2RsizjvgUNQ,"2024 E Camelback Rd Phoenix, AZ 85016",AZ,-112.037496,3,33.5097499,TRUE,"[u'Fast Food', u'Restaurants']"
Chandler,3,Dairy Queen,[],business,j5tNIkM_UbyaiAGPqqLJcQ,"2015 N Dobson Rd Suite 9 Chandler, AZ 85224",AZ,-111.876286,4.5,33.3367611,TRUE,"[u'Food', u'Ice Cream & Frozen Yogurt', u'Fast Food', u'Restaurants']"
Phoenix,5,Nixon's,[],business,C37jakxE5TX6ccAfjp2kJA,"2501 E Camelback Rd Phoenix, AZ 85016",AZ,-112.0273984,3.5,33.5093706,FALSE,"[u'Bars', u'American (Traditional)', u'Nightlife', u'Restaurants']"
Phoenix,5,Whataburger Restaurants,[],business,psZF-7maJzwhtfesiSrACA,"2460 W Bethany Home Rd Phoenix, AZ 85015",AZ,-112.111358,3,33.525257,TRUE,"[u'Fast Food', u'Restaurants']"
Tempe,57,Wong's Place,[],business,pSiR8m18iick2D7TFdmb-Q,"1825 E Baseline Rd Tempe, AZ 85283",AZ,-111.906522,3.5,33.3783016,TRUE,"[u'Chinese', u'Restaurants']"
Tempe,3,Streets of New York,[],business,L48-m2fDgb1q6e8Vs_Cxuw,"1470 E Southern Ave Tempe, AZ 85282",AZ,-111.9146169,3,33.3929915,FALSE,"[u'Pizza', u'Restaurants']"
Glendale,84,Chuhgajib Korean BBQ,[],business,6Y-6Y6sy6qOQHrWI37zR1Q,"4920 W Thunderbird Rd Ste 117 Glendale, AZ 85311",AZ,-112.165568,3.5,33.6116508,TRUE,"[u'Korean', u'Restaurants']"
Phoenix,108,Corbin's Bar and Grill,[],business,UScgPn6pIHuOmQJTsZQIOg,"8729 N Central Ave Phoenix, AZ 85020",AZ,-112.073533,4,33.563845,TRUE,"[u'Food', u'Beer, Wine & Spirits', u'American (Traditional)', u'Restaurants']"
Scottsdale,48,Los Olivos Norte,[],business,AeoJkr_dlNshB078OepP8w,"15544 N Pima Rd Scottsdale, AZ 85260",AZ,-111.8912361,3,33.6270766,TRUE,"[u'Mexican', u'Restaurants']"
Scottsdale,35,The Side Door Corner Store,[],business,IGrp61aiyR-PtL581brrcg,"3370 N Hayden Rd Ste 126 Scottsdale, AZ 85251",AZ,-111.9102055,4,33.4862787,TRUE,"[u'Bars', u'Restaurants', u'Wine Bars', u'Nightlife', u'Pizza', u'Italian']"
Avondale,19,Arizona Frybread,[],business,jkULHBAZBM3s5DQJkM-6RA,"1473 N Dysart Rd Avondale, AZ 85323",AZ,-112.340385,4,33.4537199,TRUE,"[u'Food', u'Ethnic Food', u'American (New)', u'Restaurants', u'Specialty Food']"
Phoenix,36,Burger Studio,[],business,x7M9x4AqyC-oYk0rajrOWw,"9822 N 7th St #8 Phoenix, AZ 85020",AZ,-112.0651595,2.5,33.575415,TRUE,"[u'Burgers', u'Restaurants']"
Mesa,4,Taco Bell,[],business,4FBHwaMtMQ_x8RQoI2T-jw,"1125 S Dobson Rd Mesa, AZ 85202",AZ,-111.8741852,3.5,33.3942618,TRUE,"[u'Fast Food', u'Restaurants']"
Scottsdale,24,Il Terrazzo,[],business,S85y5Iv3LlVsy2sjqHdGhg,"6000 E Camelback Rd Scottsdale, AZ 85251",AZ,-111.9514403,3,33.5019519,TRUE,"[u'Breakfast & Brunch', u'Restaurants', u'Italian']"
Scottsdale,7,Crescent Moon,[],business,iKIyUViQL_lY0TEw3iUKQw,"Four Seasons Resort 10600 E Crescent Moon Dr Scottsdale, AZ 85262",AZ,-111.9260519,3,33.4941704,TRUE,"[u'Hotels & Travel', u'Restaurants', u'Event Planning & Services', u'Hotels']"
Phoenix,50,The Bagel Man,[],business,Kh7cW1rcbxzsgTzAfqEcGw,"5035 E Elliot Rd Phoenix, AZ 85044",AZ,-111.9766013,4.5,33.3488775,TRUE,"[u'Food', u'Delis', u'Bagels', u'Restaurants']"
Phoenix,9,Chen Wok Express,[],business,a4wVLeSHNSHyGGbanNuCUg,"8115 N 19th Ave Phoenix, AZ 85021",AZ,-112.09925,3,33.555296,TRUE,"[u'Chinese', u'Restaurants']"
Phoenix,227,Tuck Shop,[],business,rQ4z0EStSZE4acgkne6Hmg,"2245 N 12th St Phoenix, AZ 85006",AZ,-112.056065,4.5,33.472853,TRUE,"[u'American (New)', u'Restaurants']"
Scottsdale,24,Baratin,[],business,4CC4J_bepXOiWVS4CVN6NA,"7125 E 5th Ave Ste 31 Scottsdale, AZ 85251",AZ,-111.927267,5,33.497828,TRUE,"[u'Wine Bars', u'Bars', u'Cafes', u'Nightlife', u'Restaurants']"
Phoenix,34,Halo-Halo Kitchen,[],business,v0UcWfHvGgYZYFobaSOr8A,"3553 W Dunlap Ave Phoenix, AZ 85051",AZ,-112.1371245,4,33.5675238,TRUE,"[u'Nightlife', u'Asian Fusion', u'Karaoke', u'Filipino', u'Restaurants']"
Glendale,4,Denny's,[],business,OaTFqMIAHUhJckgvbP9IXA,"5161 West Thunderbird Rd Glendale, AZ 85306",AZ,-112.170744,3.5,33.6105645,TRUE,"[u'Diners', u'Restaurants']"
Tempe,7,Capri Cafe,[],business,6x2VNRhCYv5lgcT24S_sJQ,"1726 E Southern Ave Ste 3 Tempe, AZ 85282",AZ,-111.910786,4,33.3930051,FALSE,"[u'Argentine', u'Restaurants']"
Scottsdale,87,Chloe's Corner,[],business,Oj79-vTnjQk_jLr6oNbT0Q,"15215 N Kierland Blvd Ste 190 Scottsdale, AZ 85254",AZ,-111.9279102,4,33.62446717,TRUE,"[u'Sandwiches', u'Restaurants']"
Phoenix,128,Coronado Cafe,[],business,5-X03Zc0nN7U5eoe8uFUdw,"2201 N 7th St Phoenix, AZ 85006",AZ,-112.0650649,4,33.4712477,TRUE,"[u'American (New)', u'Restaurants']"
Phoenix,11,Juice House Boba,[],business,KlT-sy8AvL8zq3nPVjMPUA,"10410 N 35th Ave Ste 112 Phoenix, AZ 85051",AZ,-112.134508,3.5,33.580671,FALSE,"[u'Food', u'Juice Bars & Smoothies', u'Coffee & Tea', u'Vietnamese', u'Restaurants']"
Phoenix,36,Niccoli's Deli & Pizza,[],business,T5HYqRADhAL6VPRAacz74Q,"6102 N 16th St Phoenix, AZ 85016",AZ,-112.048124,4.5,33.525861,TRUE,"[u'Delis', u'Pizza', u'Restaurants']"
Phoenix,25,Outback Steakhouse,[],business,4mZ__NR8jLD1k0rYpSbplA,"4715 E Cactus Rd Phoenix, AZ 85032",AZ,-111.97931,3.5,33.597866,TRUE,"[u'Steakhouses', u'Restaurants']"
Phoenix,43,Jt's Bar & Grill,[],business,qz4ZOcv-840UjfCEYI4qZg,"4829 E Indian School Rd Phoenix, AZ 85018",AZ,-111.976613,4,33.494204,TRUE,"[u'Bars', u'American (Traditional)', u'Nightlife', u'Restaurants']"
Phoenix,30,Mellow Mushroom,[],business,AXok1a8w0gNhdrWZ7L633g,"5350 E High St Ste 115 Phoenix, AZ 85054",AZ,-111.9657898,3,33.67921125,TRUE,"[u'Pizza', u'Restaurants']"
Phoenix,54,Breakfast Club,[],business,0nGjXTpUtpIJl10PL0eBGg,"2 E Jefferson St Phoenix, AZ 85004",AZ,-112.073781,3.5,33.4471735,TRUE,"[u'Breakfast & Brunch', u'American (Traditional)', u'Restaurants']"
Phoenix,3,Gateway Cafe,[],business,h2ewvzx8enIwYhNbtIpcZw,"410 N 44th St Ste 180 Phoenix, AZ 85008",AZ,-111.99018,2.5,33.452835,TRUE,"[u'Sandwiches', u'Restaurants']"
Chandler,17,Rosati's Pizza,[],business,zSd8ZTV6T5Pyf0mccgvJDg,"2040 S Alma School Rd Ste 1 Chandler, AZ 85248",AZ,-111.8390442,4,33.2452342,TRUE,"[u'Pizza', u'Restaurants']"
Sun City West,5,Anacapa Restaurant,[],business,vak5DKpHttVwT0WDhD5Pxw,"Corte Bella Country Club 22135 N Mission Dr Sun City West, AZ 85375",AZ,-112.3445058,4.5,33.6856143,TRUE,[u'Restaurants']
Phoenix,17,IHOP,[],business,0xWF7PpTNl-awqg2YGxxFQ,"2501 N 44th St Phoenix, AZ 85008",AZ,-111.986452,3,33.475115,TRUE,"[u'Diners', u'Restaurants']"
Apache Junction,4,Tres Banderas Restaurant,[],business,62F17L8z4Q4S7U_TayuDBA,"1422 E Broadway Ave Apache Junction, AZ 85219",AZ,-111.530578,2.5,33.408316,TRUE,"[u'Mexican', u'Restaurants']"
Phoenix,29,Mimi's Cafe,[],business,NX5YHSIyesufcsI7Rg5NLg,"4901 E Ray Rd Phoenix, AZ 85044",AZ,-111.9778408,3,33.319561,TRUE,"[u'Breakfast & Brunch', u'American (Traditional)', u'Restaurants']"
Phoenix,158,Local Breeze,[],business,GAPqG0WNBBidKeZTMpEZ-w,"606 N 4th Ave Phoenix, AZ 85003",AZ,-112.0791022,4,33.4549678,FALSE,"[u'Burgers', u'Breakfast & Brunch', u'American (Traditional)', u'Restaurants']"
Phoenix,26,Songbird Coffee & Tea House,[],business,4VSP4PlU1r09iSC4BLr6tQ,"214 E Roosevelt St Phoenix, AZ 85004",AZ,-112.070415,4.5,33.4587863,TRUE,"[u'Food', u'Tea Rooms', u'Breakfast & Brunch', u'Coffee & Tea', u'Restaurants']"
Mesa,143,Blue Adobe Grille,[],business,qNoNkF1yJctEs3t40VkX4w,"144 N Country Club Dr Mesa, AZ 85201",AZ,-111.84057,4,33.418418,TRUE,"[u'Bars', u'Mexican', u'Nightlife', u'Restaurants']"
Phoenix,45,Amano Pizza Bistro,[],business,uYj2NO1HZRNiD-de_pSdJA,"1541 E Baseline Rd Phoenix, AZ 85042",AZ,-112.04921,4,33.377348,TRUE,"[u'Pizza', u'Restaurants']"
Phoenix,6,Athen's Gyros & Pasta,[],business,K28O8R76bJFUt57ScN46Mw,"2340 W Northern Ave Phoenix, AZ 85021",AZ,-112.1089428,3.5,33.5531186,TRUE,"[u'Greek', u'Mediterranean', u'Restaurants']"
Mesa,11,Red Lobster,[],business,k8q3ypIoIzchdp3RoRUsJw,"1403 S Alma School Rd Mesa, AZ 85210",AZ,-111.8565327,3.5,33.3877855,TRUE,"[u'Seafood', u'Restaurants']"
Phoenix,3,Sabaidee Thai Cuisine,[],business,0AkoILvIy27Ss3UYxUGiHg,"10227 N Metro Pkwy E Phoenix, AZ 85051",AZ,-112.1205139,4.5,33.58036041,TRUE,"[u'Thai', u'Laotian', u'Restaurants']"
Phoenix,10,Whataburger,[],business,2xczXFsc4GeilxL8B8R3Vg,"450 W. Indian School Rd Phoenix, AZ 85013",AZ,-112.0799371,3,33.4950034,TRUE,"[u'Burgers', u'Fast Food', u'Restaurants']"
Phoenix,10,Blanco Tacos And Tequilla,[],business,wUrTYqp9fHLJ8AR4lMxHGQ,"Sky Harbor Blvd Phoenix, AZ 85034",AZ,-112.0114223,4,33.4377465,TRUE,"[u'Mexican', u'Restaurants']"
Phoenix,14,Ketzal Mexican Grill,[],business,2MM1zXQotfBkW4YRMPY-ZA,"2815 W Carefree Hwy Ste 101 Phoenix, AZ 85073",AZ,-112.0739,2.5,33.4499,FALSE,"[u'Mexican', u'Restaurants']"
Phoenix,4,Don Guido's Chicago Style Hot Dogs,[],business,4Gn1RpmETdGKNGIvzQNYiw,"8911 N Central Avenue Phoenix, AZ 85073",AZ,-112.07346,3.5,33.566128,FALSE,"[u'Hot Dogs', u'Restaurants']"
Tempe,44,Dilly's Deli,[],business,bF7KQ6AQK5rBS7aOFKtlWg,"3330 S Price Rd Ste 101 Tempe, AZ 85282",AZ,-111.8920275,4.5,33.3919202,TRUE,"[u'Delis', u'Restaurants']"
Tempe,31,Silver Mine Subs,[],business,4oBF6f3NiCYF5VYd8WaELw,"3415 S McClintock Dr Unit 107 Tempe, AZ 85281",AZ,-111.9083057,3,33.39171779,TRUE,"[u'Sandwiches', u'Restaurants']"
Phoenix,15,Hong Kong Restaurant,[],business,UxMnY3Dxafucv5cXHyfBSA,"2328 E Indian School Rd Phoenix, AZ 85016",AZ,-112.0310218,3.5,33.4949655,TRUE,"[u'Buffets', u'Chinese', u'Restaurants']"
Scottsdale,57,British Open English Pub & Grill,[],business,9r5YLKGTdQz_Q29cBifePQ,"1334 N Scottsdale Rd Scottsdale, AZ 85257",AZ,-111.9270031,3.5,33.46339228,TRUE,"[u'Pubs', u'Bars', u'Nightlife', u'British', u'Restaurants']"
Peoria,7,Paradise Bakery & Cafe,[],business,sOnFGW7XhZ0Vj5sg4L333g,"7635 W Bell Rd Peoria, AZ 85383",AZ,-112.2229889,4,33.63776046,TRUE,"[u'Cafes', u'Restaurants']"
Goodyear,24,Royal Jasmine Thai,[],business,cBwc3dhdHw0emmg9nd5SXw,"14970 W Indian School Rd Goodyear, AZ 85395",AZ,-112.380047,4.5,33.492737,TRUE,"[u'Thai', u'Restaurants']"
Scottsdale,349,Cowboy Ciao,[],business,FV0BkoGOd3Yu_eJnXY15ZA,"7133 E Stetson Dr Ste 1 Scottsdale, AZ 85251",AZ,-111.927402,4,33.499499,TRUE,"[u'American (New)', u'Restaurants']"
Tempe,10,McDonald's,[],business,eR5-nFI0Vp7EG2pIXQM3bw,"3218 S McClintock Rd Tempe, AZ 85282",AZ,-111.9091437,2.5,33.3939663,TRUE,"[u'Burgers', u'Fast Food', u'Restaurants']"
Coolidge,5,Sunset Cafe,[],business,HEeCg4i4xZZkx6e265Gc1g,"555 S Arizona Blvd Coolidge, AZ 85128",AZ,-111.5238861,4.5,32.9728122,TRUE,"[u'Mexican', u'Restaurants']"
Goodyear,3,Denny's Restaurant,[],business,Te_i6EWlOJVdQpuELBABhg,"1218 N Litchfield Rd Goodyear, AZ 85338",AZ,-112.358835,3.5,33.459769,TRUE,"[u'American (Traditional)', u'Diners', u'Restaurants']"
Phoenix,77,Los Compadres Mexican Food,[],business,BM0-dgPJMBMmcmO9PVCJfQ,"4414 N 7th Ave Phoenix, AZ 85013",AZ,-112.0824532,4,33.5008018,TRUE,"[u'Mexican', u'Restaurants']"
Phoenix,6,Panda Express,[],business,wLZ--5d4lXImxrG7VhdTyA,"7000 N 16th St Ste 100 Phoenix, AZ 85020",AZ,-112.048079,3.5,33.538927,TRUE,"[u'Chinese', u'Restaurants']"
Phoenix,3,Las Brazas,[],business,WOcf7AiIRL_wkYAnEF-vcw,"2950 N 32nd St Phoenix, AZ 85018",AZ,-112.0129072,4,33.4814408,FALSE,"[u'Mexican', u'Restaurants']"
Glendale,14,Doughboy's Pizza,[],business,uL1faPt6dsuOxUUE0yXZeA,"9230 W Northern Ave Ste 109 Glendale, AZ 85305",AZ,-112.257911,4.5,33.5521559,TRUE,"[u'Pizza', u'Restaurants']"
Phoenix,5,Lucky's Pizza,[],business,uPGcW0cFGc15YiRCz_8taA,"3130 E Union Hills Dr Phoenix, AZ 85050",AZ,-112.0153723,4,33.6553583,FALSE,"[u'Pizza', u'Restaurants']"
Fountain Hills,5,Streets of New York,[],business,38hRKTr67-RnoryoBtapoA,"16841 E. Shea Blvd Suite 101 Fountain Hills, AZ 85268",AZ,-111.7165421,3.5,33.5746711,TRUE,"[u'Pizza', u'Restaurants']"
Phoenix,35,Fattoush Restaurant,[],business,mUVTlJSil_xyjPD6qMx8UA,"4426 N 19th Ave Phoenix, AZ 85015",AZ,-112.1000362,4,33.5014106,TRUE,"[u'Middle Eastern', u'Restaurants']"
Scottsdale,222,Fogo de Chao,[],business,OE5nAmaSVaopeRS1Cs9Kuw,"6300 N Scottsdale Rd Scottsdale, AZ 85253",AZ,-111.926437,4,33.5299053,TRUE,"[u'Steakhouses', u'Restaurants', u'Brazilian']"
Gilbert,4,Burger King,[],business,saDJPEJvnionK0PZwSF9FA,"695 S Val Vista Dr Gilbert, AZ 85296",AZ,-111.7553186,1.5,33.3377366,TRUE,"[u'Burgers', u'Fast Food', u'Restaurants']"
Scottsdale,6,Phil's Grill,[],business,Xn_vBRM_vpy6uhnEBIpt-g,"Grayhawk Country Club 8620 E. Thompson Peak Pkwy Scottsdale, AZ 85255",AZ,-111.897056,3.5,33.677676,TRUE,"[u'American (New)', u'Restaurants']"
Phoenix,10,Carte Blanche Gourmet Taco,[],business,dnhQaZ4wpLPwSfCleCILTg,"Phoenix, AZ 85032",AZ,-112.0161349,4,33.65530077,TRUE,"[u'Mexican', u'Food Stands', u'Restaurants']"
Phoenix,45,Hap's Pit Barbecue,[],business,39oUcXr-06fcfT_MZ94z-Q,"4801 E Washington St Phoenix, AZ 85034",AZ,-111.977677,3.5,33.446572,TRUE,"[u'Barbeque', u'Restaurants']"
Phoenix,3,Samurai Sam's Teriyaki Grill,[],business,n7dkpRLUl7C6zLRRXk_BDg,"4731 E Greenway Rd Phoenix, AZ 85032",AZ,-111.979556,3.5,33.625558,TRUE,"[u'Japanese', u'Restaurants']"
Anthem,5,Native New Yorker,[],business,XktuGsowfp-pTDESP7NqCg,"3668 W Anthem Way Ste B132 Anthem, AZ 85086",AZ,-112.138729,3.5,33.868744,FALSE,"[u'Chicken Wings', u'Restaurants']"
Phoenix,30,75th Thai Taste Restaurant,[],business,5uRaUf0eNyJgIdwAkIOM7Q,"1820 N 75th Ave Ste 110 Phoenix, AZ 85035",AZ,-112.221156,4,33.468226,FALSE,"[u'Thai', u'Restaurants']"
